title,url,category,description,datetime,title_len
"Расходы на армию вырастут вдвое: Кабмин предлагает Раде пересмотреть бюджет-2026 Пт 08.05.2026, 18:15",https://www.rbc.ua/ukr/news/vidatki-armiyu-zrostut-udvichi-kabmin-proponue-1778252986.html,,,,101
Пентагон впервые опубликовал данные о контактах с НЛО,https://www.rbc.ua/ukr/news/pentagon-upershe-opublikuvav-dani-kontakti-1778257396.html,,,,53
"У Путина заявили о готовности к диалогу с Европой, но есть нюанс Пт 08.05.2026, 14:44",https://www.rbc.ua/ukr/news/putina-zayavili-gotovnist-dialogu-evropoyu-1778240306.html,,,,85
"Под атаку в Грозном могла попасть одна из крупнейших военных баз РФ и район ФСБ, - медиа Пт 08.05.2026, 14:08",https://www.rbc.ua/ukr/news/pid-ataku-groznomu-mogla-potrapiti-odna-naybilshih-1778238270.html,,,,109
"Экс-судью Тандыра, который сбил нацгвардейца, разоблачили на махинациях с квартирами",https://www.rbc.ua/ukr/news/ekssuddyu-tandira-kiy-zbiv-natsgvardiytsya-1778264156.html,,,,84
"Есть ли радиационная угроза из-за пожара в Чернобыльской зоне: что говорят в МВД Пт 08.05.2026, 20:25",https://www.rbc.ua/ukr/news/chi-e-radiatsiyna-zagroza-cherez-pozhezhu-1778260684.html,,,,101
"Огромный лесной пожар на пограничье Черниговщины повернул в сторону РФ Пт 08.05.2026, 13:40",https://www.rbc.ua/ukr/news/velichezna-lisova-pozhezha-prikordonni-chernigivshchini-1778235828.html,,,,91
"США ""не хотят тратить время"" на безрезультатные усилия по миру в Украине, - Рубио",https://www.rbc.ua/ukr/news/rubio-zrobiv-zayavu-shchodo-poserednitstva-1778244610.html,,,,81
Зеленский разрешил проведение парада в Москве 9 мая,https://www.rbc.ua/ukr/news/zelenskiy-dozvoliv-provedennya-paradu-moskvi-1778265521.html,,,21:40,51
Шведские истребители Gripen станут приоритетом Минобороны для защиты неба,https://www.rbc.ua/ukr/news/shvedski-vinishchuvachi-gripen-stanut-prioritetom-1778263458.html,,,21:39,73
"Присутствие украинских воинов в Курской области сохраняется, - Сырский",https://www.rbc.ua/ukr/news/prisutnist-ukrayinskih-voyiniv-kurskiy-oblasti-1778257257.html,,,19:21,70
Более 130 тысяч дел и тысяча подозрений россиянам: в СБУ назвали масштабы расследований,https://www.rbc.ua/ukr/news/ponad-130-tisyach-sprav-ta-tisyacha-pidozr-1778252966.html,,,18:45,87
"Не только грозы, но и похолодание: чего ждать от погоды в Украине в ближайшие дни",https://www.rbc.ua/ukr/news/lishe-grozi-y-poholodannya-shcho-chekati-1778253919.html,,,18:40,81
У берегов Греции обнаружили украинский морской дрон Magura,https://www.rbc.ua/ukr/news/bilya-beregiv-gretsiyi-znayshli-dron-iz-detonatorami-1778253459.html,,,18:30,58
"С начала большой войны ДТЭК вложил 2,4 млрд евро в устойчивость энергосистемы, - Тимченко",https://www.rbc.ua/ukr/news/vid-pochatku-velikoyi-viyni-dtek-vklav-2-1778252956.html,,,18:09,89
Кличко открыл в Киеве выставку ко Дню Европы и поблагодарил партнеров за поддержку Украины,https://www.rbc.ua/ukr/news/klichko-vidkriv-kievi-vistavku-dnya-evropi-1778251531.html,,,17:45,90
В ряде областей Украины объявили штормовое предупреждение на сегодня (карта),https://www.rbc.ua/ukr/news/niztsi-oblastey-ukrayini-ogolosili-shtormove-1778251065.html,,,17:38,76
"У Зеленского впервые отреагировали на сливы ""пленок Миндича"" в СМИ",https://www.rbc.ua/ukr/news/zelenskogo-vpershe-vidreaguvali-zlivi-plivok-1778249746.html,,,17:17,66
Умеров раскрыл детали своей встречи с Уиткоффом и Кушнером в США,https://www.rbc.ua/ukr/news/umerov-rozkriv-detali-svoeyi-zustrichi-vitkoffom-1778249733.html,,,17:17,64
Защитник Мариуполя после плена и потери зрения помогает ветеранам: история Кирилла Тюрнева,https://www.rbc.ua/ukr/news/zahisnik-mariupolya-pislya-polonu-i-vtrati-1778249101.html,,,17:05,90
"Красная площадь под прицелом? ""Мадяр"" рассказал, куда может ударить Украина",https://www.rbc.ua/ukr/news/chervona-ploshcha-pid-pritsilom-madyar-rozpoviv-1778248404.html,,,17:05,75
"Зеленский о ""перемирии"" 9 мая: завтра зависит от того, что мы услышим сегодня",https://www.rbc.ua/ukr/news/zelenskiy-peremir-ya-9-travnya-zavtra-zalezhit-1778248227.html,,,16:50,77
